fourgram	count
macy's father's day sale	12
navy federal credit union	12
call so there's a	12
the days inn 12019	12
can i help you	12
sorry i covered you	12
go ahead kufner's go	12
ahead kufner's go ahead	12
got a 186-30-60 i've	12
a 186-30-60 i've got	12
186-30-60 i've got a	12
on the 1st floor	12
vehicle is gonna be	12
all set on 10	12
9 will be all	12
i'm gonna be in	12
is gonna be john	12
two's out we'll be	12
brown valid no 1	12
plate is gonna be	12
engine 3 is gonna	12
one's transporting a female	12
got a 10 16	12
3 medic 123 truck	12
is that a fairview	12
grad party coming up	12
party coming up let	12
coming up let hy	12
up let hy vee	12
let hy vee catering	12
hy vee catering take	12
vee catering take it	12
catering take it from	12
it from here bakery	12
from here bakery high	12
here bakery high chai	12
bakery high chai floral	12
high chai floral deli	12
chai floral deli and	12
floral deli and more	12
deli and more everything	12
and more everything you	12
more everything you need	12
everything you need in	12
you need in 1	12
need in 1 stop	12
in 1 stop order	12
1 stop order from	12
stop order from 3	12
order from 3 or	12
from 3 or more	12
3 or more departments	12
or more departments and	12
more departments and get	12
departments and get 10	12
and get 10 off	12
get 10 off terms	12
10 off terms apply	12
off terms apply call	12
terms apply call your	12
apply call your hy	12
call your hy vee	12
your hy vee catering	12
hy vee catering department	12
vee catering department for	12
catering department for more	12
department for more information	12
for more information today	12
to be a part	12
be a part of	12
to call him back	11
but she doesn't know	11
about an hour ago	11
he's supposed to be	11
to check on the	11
plate that should be	11
to come back to	11
out of cleveland shows	11
here in front of	11
you a plate here	11
a plate here in	11
car 2 medic 1	11
all companies are in	11
the jail for a	11
old male that fell	11
2 medic 2's going	11
to talk to the	11
9 you can disregard	11
complaint we'll be 10-8	11
just south of berea	11
1 we're out of	11
i added to the	11
for medic 2 we're	11
you when you're ready	11
10-7 in the stall	11
unable to get out	11
he's not going to	11
a 19 year old	11
you can stand by	11
fell and needs a	11
20 i'm all set	11
a male to lakewood	11
black male with a	11
for a backdoor alarm	11
forward this to the	11
brown and green valid	11
for an alarm it's	11
in the stall if	11
you guys set there	11
in the driveway and	11
service patient was assisted	11
male not feeling well	11
29 i'll be on	11
a 41 year old	11
for a smoke detector	11
eastbound on clifton from	11
engine 2 are back	11
you able to clear	11
would like her checked	11
i checked all the	11
2 i'll be out	11
is out of fair	11
engine 3's out on	11
i will be out	11
to speak with her	11
year old male 5'6	11
was advised to call	11
off we'll be 10-8	11
en route can you	11
repeat the nature of	11
come back to the	11
i'm in the back	11
there is a male	11
we'll be back in	11
can you head back	11
you can confirm no	11
it doesn't sound like	11
the welfare of his	11
medic 3 out at	11
can show us en	11
down we'll be 10-8	11
24 i'll be 10-8	11
complainant said that he	11
is on scene at	11
1 copies thank you	11
you guys could just	11
2 truck 1 car	11
lakewood heights and bunts	11
you can see if	11
out of shaker heights	11
male and female that	11
looks like we were	11
i'm going to send	11
call and see if	11
make contact with her	11
phone number for that	11
assist the medics at	11
be responding to the	11
to meet at the	11
can put me out	11
1 copies 24 i'm	11
no lights or sirens	11
you can be in	11
was supposed to be	11
i don't see him	11
to move the vehicle	11
going to be following	11
set here i can	11
here i can head	11
for one of the	11
going to be an	11
a vehicle that was	11
from the report room	11
1 medic 1's in	11
try to get your	11
to get your plate	11
edward last name is	11
said that he is	11
so i'll be 10-8	11
11 i copy detroit	11
speak to the female	11
i added notes i'll	11
they're all set on	11
medic 2's arriving at	11
to add some notes	11
to be in a	11
you can find the	11
of the days inn	11
comes back to the	11
on arrival car 2	11
for damage to property	11
15 i have a	11
15 i'm all set	11
one is out of	11
2 do you need	11
to the station for	11
been there for a	11
29 we're all set	11
not sure if they're	11
i tried a couple	11
back hill ending mileage	11
be standing by on	11
a call from the	11
10-8 and i'll head	11
i'll be doing follow-up	11
trying to get the	11
is parked in the	11
able to get out	11
just to confirm you	11
old valid no wants	11
separate for the night	11
i copy that thank	11
of the vin please	11
take that for 11	11
5 you can disregard	11
detroit i'll be out	11
back and see if	11
take that call for	11
male suspended no wants	11
off i'll be 10-8	11
we'll be on the	11
a front door alarm	11
you want to just	11
can you head that	11
and confirm no issues	11
can you run king	11
kind of car was	11
don't need a back	11
me a call real	11
more at americanexpress com	11
secure we'll be 10-8	11
female in front of	11
female is going to	11
she does not want	11
we'll be standing by	11
felony warrant out of	11
to the back door	11
you assist a female	11
and just be advised	11
respond to the jail	11
odor of gas in	11
he wants to speak	11
medic 3 we're in	11
while she attempts to	11
we've been out there	11
route with this male	11
does have an active	11
to be a black	11
spoke with the resident	11
don't know if he's	11
dispatch medic 1 to	11
16 you can disregard	11
assist the fire department	11
station 1 copies truck	11
a female that fell	11
a note we'll be	11
note we'll be 10-8	11
medic 1 we're back	11
10-8 from the stop	11
the parking lot for	11
she said that the	11
it to the list	11
dispatch are you guys	11
is taking a female	11
i can get it	11
we should be all	11
the report number for	11
report number for this	11
i think it's a	11
to answer the door	11
they have a female	11
to the detail can	11
can you show us	11
i do not have	11
dispatch medic 3 and	11
spoke to the residents	11
1 we're on scene	11
have a female on	11
you cut yourself off	11
in service lpd to	11
guys could head to	11
the time of the	11
struck by a vehicle	11
back or just add	11
6 year old male	11
male valid no one	11
9 can i get	11
give me a report	11
sorry could you repeat	11
17 i'll be 10-8	11
meet us at the	11
address in a second	11
year old son is	11
night we'll be 10-8	11
medic 3's going to	11
fedor manor 12400 madison	11
complaining of chest pain	11
cars in the area	11
in the area she	11
refused treatment and transport	11
the walgreens parking lot	11
just north of lakewood	11
to take a look	11
medic 3 on the	11
me know when you're	11
transporting a female lakewood	11
due to emergency there	11
way back to the	11
19 with this mail	11
going to go check	11
bleeding from the head	11
in a parking lot	11
2 medic 2 will	11
going to be my	11
other companies can return	11
medical 1 is out	11
you have engine 3	11
i have a deal	11
is on scene on	11
plate when you can	11
male in a white	11
the phone saying that	11
brown suspended no wants	11
coming in for dci	11
parking lot on the	11
15 can you get	11
was released to the	11
17 you can disregard	11
brown hazel valid no	11
requesting a squad for	11
truck 1 are en	11
on scene standing by	11
on the vehicle is	11
to open the door	11
13 year old male	11
set i'll be here	11
medic is en route	11
to the other units	11
you respond back to	11
i have a 10-16c	11
me out of the	11
you want to give	11
a water main break	11
manor 12400 madison apartment	11
10-7 if you can	11
raise the stall door	11
says she has a	11
is all set here	11
i'll head up to	11
talk to you guys	11
to catch up to	11
owner of that car	11
pickup when you can	11
they're doing work at	11
haven't been able to	11
she was in the	11
mva no injuries one	11
gonna head over to	11
to head that way	11
and then we'll be	11
and just so you	11
in the city center	11
22 you can show	11
traffic offense out of	11
in service and returning	11
saying that there's a	11
in contact with the	11
they were in the	11
i found a number	11
laying on the ground	11
to stop up here	11
stop up here please	11
showing we'll be out	11
black female wearing a	11
cited for dci and	11
year old male no	11
for the registered owner	11
and take a look	11
and medic 2 are	11
in the area we're	11
from bunts and detroit	11
the other one is	11
dispatch car 2 is	11
fire alarm going off	11
i just spoke to	11
in the stall with	11
the driveway is still	11
that female to the	11
going to be goa	11
can you 19 to	11
on top of the	11
wasn't able to find	11
a 79 year old	11
79 year old female	11
but it sounds like	11
we will be 10-8	11
medic 1 if you	11
cleveland 34 year old	11
parked in the parking	11
plate comes back to	11
route from bunts and	11
they should be there	11
could you check on	11
to that male he	11
would you like me	11
you like me to	11
you could just change	11
alarm company called back	11
not been able to	11
trying to see if	11
front counter for a	11
3 we're out at	11
your report number for	11
and she said that	11
to pick up his	11
stuck in the snow	11
old female having difficulty	11
back just add it	11
for a 62 year	11
a hard time breathing	11
1341 marlowe in the	11
marlowe in the lobby	11
so there's a white	11
service we'll be responding	11
1 can you send	11
far from the curb	11
she has a protection	11
vehicle parked in front	11
10-8 i'll have a	11
to lunch list please	11
1 in front of	11
take that call at	11
en route from lakewood	11
where it's coming from	11
all lakewood companies in	11
at this time we're	11
me know when you	11
dispatch and all companies	11
are you guys at	11
everything checks okay here	11
out and moved it	11
on behalf of the	11
that vehicle is cited	11
3 to the jail	11
and he was advised	11
it was in the	11
at the parking lot	11
know if you guys	11
you have your work	11
going to see if	11
was cited for dci	11
to medic 3 respond	11
is going to go	11
have a better location	11
robert date of birth	11
with that name and	11
edward date of birth	11
speak with the complainant	11
of the pickup on	11
just wanted us to	11
you see if the	11
walgreens 117th and detroit	11
you see if he's	11
are you guys out	11
you guys out there	11
can you just see	11
to head up to	11
a 54 year old	11
ran out of gas	11
year old female who's	11
want to speak to	11
officers to stand by	11
10-4 i'm all set	11
spoke with the complainant	11
the vehicle was released	11
it looks like that	11
you going to be	11
you guys able to	11
a number in time	11
a verbal argument with	11
a 27 year old	11
have an active permit	11
in a public service	11
medic 3 we'll be	11
i'll be 10-8 i	11
19 back to the	11
15 i'll be checking	11
dispatch back to you	11
i was on the	11
2 you can return	11
his date of birth	11
be setting back up	11
get ahold of her	11
need a 19 to	11
he's under arrest for	11
medic 1 this is	11
wearing a black hoodie	11
to the carlisle 12900	11
