trigram	count
of cleveland he's	19
registered owner is	19
over there and	19
said he's a	19
on the train	19
one should be	19
a private property	19
brown failure to	19
care of it	19
get it to	19
on a vehicle	19
that for me	19
is no longer	19
detroit i'll be	19
sorry i covered	19
i'll have to	19
back to us	19
he is not	19
just keep an	19
you guys know	19
male having chest	19
we have it	19
lake shore towers	19
for my passenger	19
advised of his	19
female date of	19
mckinley and hilliard	19
i believe he	19
with that name	19
was in a	19
know if he's	19
in lakewood heights	19
make sure i	19
of those cars	19
for a 72	19
be having a	19
that's the only	19
at the west	19
at the bar	19
engine 3 you	19
you still set	19
clifton and west	19
clifton west clifton	19
it from the	19
work with that	19
out of garfield	19
for mutual aid	19
to locate the	19
left the area	19
117 just south	19
were going to	19
there's a car	19
don't know where	19
at 12400 madison	19
he's not answering	19
and drug paraphernalia	19
the night we'll	19
were trying to	19
a mutual aid	19
could you 19	19
stay with the	19
gonna be with	19
at the residence	19
a large tree	19
black and white	19
on the tree	19
the caller and	19
gonna be waiting	19
a hispanic male	19
over by the	19
that a male	19
her to come	19
the complainant and	19
out i'm out	19
one's going to	19
and close the	19
vehicle was released	19
the caller was	19
be in pursuit	19
out of town	19
i'll have the	19
sent you the	19
active ccw permit	19
cars i sent	19
there for about	19
us a 21	19
male he was	19
to stay in	19
the jail please	19
they can come	19
came out of	19
sure if you	19
sure if she's	19
to county with	19
2 is taking	19
to catch up	19
high rate of	19
rate of speed	19
i think she	19
a report of	19
the mckinley exit	19
in the bus	19
king victor david	19
they gave me	19
for a parking	19
to stop sharing	19
stop sharing my	19
sharing my screen	19
old male down	19
with john david	19
she's having some	19
her apartment door	19
the sound of	19
him and he	19
i'm standing by	19
on it is	19
the tree lawn	19
can you advise	19
we're standing by	19
is it a	19
me the ix	19
service we'll be	19
will take that	19
my phone i'm	19
a phone call	19
get in the	19
a ride back	19
there's a silver	19
a panic attack	19
plate to the	19
all lakewood companies	19
she is breathing	19
on this call	19
go over to	19
female says she's	19
king paul king	19
it from here	19
27 can you	19
and has been	19
a female who	19
that she has	19
list to a	19
of the residents	19
in the track	19
john david sam	19
king frank robert	19
1 should be	19
12 are you	19
is not coming	19
14401 detroit apartment	19
and in service	19
on the bridge	19
2 of them	19
please you can	19
be a gray	19
complaints that there's	19
you back i'm	19
the bathroom i'm	19
bathroom i'm going	19
on the 11th	19
spelling date of	19
set i'm all	19
go ahead victor	19
ahead first name	19
i'll be 108	19
ford 4 door	19
medic two's en	19
i 90 eastbound	19
that'll be all	19
gonna be 10	19
i 90 westbound	19
the other 1	19
the first 1	19
8 and i'll	19
20 5 and	19
15 and 2	19
20 5 108	19
you check-in front	19
72 on 10	19
left in a	18
to give her	18
on west 117th	18
a bit of	18
just add him	18
vehicle if you	18
struggling to breathe	18
out of their	18
would like her	18
you need another	18
sam henry adam	18
between the two	18
i don't want	18
3's taking one	18
on the house	18
she doesn't have	18
medic 2 do	18
and madison with	18
a female she	18
get one more	18
you trying to	18
of the night	18
set thank you	18
mcdonald's parking lot	18
vehicle parked on	18
the parking garage	18
you can come	18
set here with	18
clear in a	18
engine 3's on	18
into her apartment	18
a vehicle blocking	18
riding with the	18
way i'll be	18
i see him	18
then hung up	18
black male with	18
and it sounds	18
29 we're out	18
to be an	18
to both parties	18
doesn't want to	18
get another car	18
caution for armed	18
old male 5'11	18
warren for a	18
i'll get a	18
advised that he	18
they were at	18
this i'm going	18
said he's not	18
hit a parked	18
head there for	18
the lights are	18
the kirtland house	18
black male in	18
he just got	18
call real quick	18
wasn't sure if	18
clifton the clifton	18
arrival we spoke	18
on our way	18
is transporting fairview	18
police involvement we'll	18
involvement we'll be	18
me back on	18
go i'll get	18
the south marginal	18
have to call	18
doesn't sound like	18
14300 detroit number	18
to engine 3	18
3 on the	18
to the fire	18
in service with	18
it to your	18
courtesy ride to	18
i called the	18
on the highway	18
10-4 13 you	18
her on the	18
i see you	18
there right now	18
out of consciousness	18
check at the	18
unable to give	18
are you clear	18
temporary permit no	18
said that they're	18
12506 edgewater number	18
looking for the	18
franklin with john	18
king tom x-ray	18
215 can you	18
for a week	18
called she said	18
to close out	18
king queen frank	18
i'm working on	18
you get it	18
of berea with	18
an issue with	18
and is bleeding	18
said he's in	18
you get to	18
lakewood heights for	18
go ahead car	18
she checked okay	18
205 we're 10-8	18
of the female	18
16 go ahead	18
no wants and	18
go 10-4 thank	18
st charles and	18
don't have to	18
king frank boy	18
is also going	18
my report number	18
on scene engine	18
assist on that	18
call the complainant	18
on a car	18
they're in a	18
like he has	18
just a second	18
king edward adam	18
speaking to the	18
back and see	18
we're working on	18
i tried a	18
madison for an	18
on a 2020	18
smith out of	18
on a 2018	18
we'll be fine	18
old valid no	18
detained in handcuffs	18
separate for the	18
yeah we're all	18
i'm in front	18
have the registered	18
wanted us to	18
show me 10-8	18
that we'll be	18
male suspended no	18
phone number and	18
the other male	18
in a car	18
will be coming	18
that's what i	18
211 i'm out	18
i copy 117	18
16 i have	18
of gas in	18
the city we're	18
medic 1 car	18
in the right	18
i'll take it	18
15 minutes ago	18
patient to fairview	18
me to call	18
i'll see you	18
1 copies truck	18
nothing comes back	18
can take it	18
she'd like to	18
on a 2019	18
we do not	18
suspended id card	18
male having a	18
of the bar	18
i can't hear	18
place 12700 lake	18
a civil matter	18
i'll be knocking	18
at lakewood er	18
to get them	18
the street for	18
that he had	18
and brown not	18
1 to dispatch	18
a warrant pick	18
go talk to	18
6 year old	18
detroit and lincoln	18
was the time	18
of new york	18
a red chevy	18
will be checking	18
as long as	18
night we'll be	18
nature of the	18
up here to	18
the address again	18
what would you	18
of the parties	18
walgreens parking lot	18
detroit on the	18
don't need to	18
27 you can	18
call at the	18
it's a blue	18
and is having	18
a parking lot	18
is responding to	18
added notes and	18
talking to him	18
phone with her	18
i'll be stopping	18
said she had	18
to my arrival	18
the phone saying	18
west clifton with	18
going to walk	18
we have that	18
24-hour check on	18
checked okay and	18
1375 west clifton	18
stand by on	18
king tom john	18
10-8 i'll be	18
29 and 2	18
was advised on	18
the jailer please	18
19 with a	18
need to be	18
appear for a	18
the resident in	18
the complaint and	18
trying to catch	18
of cleveland the	18
station 1 from	18
she was in	18
gonna head over	18
to get on	18
there at the	18
i'll be up	18
is going off	18
i'll get her	18
3 are en	18
2 3 truck	18
yeah i was	18
cars on the	18
a 65 year	18
at the haven	18
my screen i'm	18
screen i'm going	18
the location to	18
cited for dci	18
12 will be	18
a 36 year	18
shows the plate	18
one is a	18
driveway is still	18
king ida edward	18
him and his	18
can you bring	18
dl for the	18
have to come	18
was advised that	18
it was on	18
back to her	18
we do have	18
for a 77	18
a couple more	18
help getting up	18
with henry victor	18
to be heading	18
from the building	18
the detail and	18
bit more difficult	18
the influence of	18
assist we'll be	18
king boy queen	18
the first name	18
does he have	18
make sure it's	18
just add them	18
having a panic	18
and 3 medic	18
inside of the	18
an older white	18
bunts and clifton	18
is still on	18
i believe that	18
to have the	18
anything on the	18
to my desk	18
able to see	18
might be in	18
show medic 3	18
she just said	18
come out to	18
have a better	18
i can add	18
25 are you	18
we're pulling into	18
that for 19	18
go ahead tom	18
the male i	18
20 are you	18
ahead we checked	18
our city for	18
vehicle is sighted	18
a black and	18
apartment number 2	18
lakewood heights in	18
that for you	18
advised that they	18
she drives a	18
you start coughing	18
sorry did you	18
the 11th street	18
street i'm on	18
to the report	18
it could be	18
white shirt and	18
she's wearing a	18
1 is a	18
11 and 220	18
1 respond at	18
truck 1 17	18
10 7 lunch	18
10 16 out	18
7 on the	18
you check-in the	18
02 11 traffic	18
two's on scene	18
02 15 traffic	18
however you make	18
you make money	18
make money work	18
can work with	18
and he's going	17
but you can	17
get him i'm	17
the squad to	17
service for a	17
to my work	17
pick up a	17
the plate that	17
good thank you	17
jail with this	17
when we get	17
i'm pretty sure	17
registered to him	17
a couple cars	17
on the 4th	17
think you can	17
we were just	17
out of elyria	17
out of bed	17
you say you	17
obt for that	17
locked her keys	17
want to talk	17
and have them	17
he's a qualified	17
is having a	17
said she just	17
coming from a	17
the sidewalk and	17
to the bank	17
and time please	17
on a silver	17
take the call	17
and the plate	17
add a note	17
at lake and	17
trying to break	17
o'neill healthcare 13900	17
to contact the	17
117th i'll be	17
is saying that	17
she'll be waiting	17
have any history	17
is a female	17
didn't know it	17
the hospital and	17
you add him	17
king king union	17
respond to madison	17
respond to ennis	17
king charlie victor	17
of north olmstead	17
a white ford	17
king queen edward	17
with each other	17
back or just	17
complainant said his	17
we both copy	17
she is a	17
to be giving	17
clifton car 2	17
2 is also	17
clifton and cook	17
we don't need	17
ahead and end	17
and end this	17
the apartment and	17
i think they	17
fairview with one	17
transported to fairview	17
with king adam	17
try to make	17
the area but	17
john william king	17
king union robert	17
i'm with the	17
to knock on	17
checks okay we're	17
10-7 thank you	17
18 are you	17
locked herself out	17
us en route	17
the last few	17
the fire ground	17
other side of	17
we know if	17
me to send	17
on scene with	17
engine 3 en	17
just waiting on	17
because of the	17
and said there's	17
if we need	17
25 i can	17
to wait for	17
can see if	17
213 can you	17
back if he	17
copy that i'll	17
have a 10-16c	17
front of her	17
a 28 year	17
truck 1's out	17
an apartment number	17
have a car	17
the last 4	17
arrival we'll be	17
you can be	17
at the intersection	17
john ocean david	17
car up here	17
he has no	17
that car is	17
and then a	17
on a 2016	17
out with it	17
on a 2017	17
if it's a	17
contact with him	17
to the east	17
i need another	17
contact with them	17
of fairview park	17
thank you very	17
you very much	17
he can hear	17
medic 2's arriving	17
king ocean tom	17
you pick up	17
set you can	17
i have some	17
up here for	17
is under arrest	17
19 with mr	17
who fell and	17
and hit his	17
company's medic 3	17
a message with	17
11839 edgewater apartment	17
vehicle break for	17
medic 3 do	17
12400 madison number	17
we'll be 10-7	17
said there's been	17
utl we'll be	17
if there's anything	17
king out of	17
ahead and start	17
from the front	17
3 we're going	17
left a voicemail	17
if you go	17
just spoke with	17
i have two	17
he may be	17
she said they're	17
kind of vehicle	17
vehicles in the	17
some notes and	17
i'm unable to	17
we're all 10-8	17
may i have	17
i'll be riding	17
you issue me	17
are there any	17
king king edward	17
king frank x-ray	17
run a dl	17
out of texas	17
male is not	17
i'm 10-8 with	17
has it i'll	17
a front door	17
front door alarm	17
will be clear	17
just send me	17
so you guys	17
gave me a	17
meet a female	17
at the apartment	17
can you read	17
last night and	17
there's a gray	17
added my driver	17
update the address	17
fire in the	17
the first one	17
on scene here	17
engine 2 copy	17
car 8 are	17
thank you we're	17
to this call	17
detroit and arthur	17
have an active	17
john victor x-ray	17
don't know how	17
i've got the	17
road for a	17
said it's been	17
211 go ahead	17
fire department at	17
copies truck 1	17
clifton apartment number	17
dispatch for car	17
car 2 car	17
first respond to	17
walking around the	17
change in mental	17
in mental status	17
king queen david	17
we were out	17
my speeds are	17
we get the	17
right now and	17
