bigram	count
she couldn't	16
advised they're	16
11 2	16
to sign	16
they're walking	16
now 10-4	16
where did	16
hair wearing	16
5 or	16
are both	16
up against	16
brown does	16
15207 madison	16
we sent	16
1 traffic	16
11732 lake	16
a visit	16
dispatch go	16
talking with	16
willing to	16
and neighbors	16
male came	16
are trying	16
vanity plate	16
dl when	16
a 47	16
what he's	16
were arguing	16
1635 alameda	16
with robert	16
the situation	16
10 00	16
15 of	16
half story	16
trapped raccoon	16
place expired	16
11 year	16
it said	16
checking 10-4	16
10-12 10-12	16
25 will	16
low hanging	16
i'm 108	16
here while	16
franklin 1	16
02 19	16
only 1	16
10 sixteens	16
plus 1	16
nissan 4	16
door expires	16
hyundai 4	16
nissan pathfinder	16
104 i'm	16
1 16	16
there's 1	16
hurd in	16
16 o	16
000 000	16
12 o	16
it forward	16
for its	16
world class	16
oh my	15
you what	15
if a	15
she's fine	15
us if	15
up this	15
but this	15
he's supposed	15
the freeway	15
a road	15
she's being	15
1 12	15
the ones	15
wagon black	15
copy at	15
williams out	15
the valid	15
original charges	15
180 brown	15
two more	15
okay just	15
good i'm	15
1 or	15
plates expire	15
5 traffic	15
right around	15
more at	15
29 what's	15
22 dl	15
20 on	15
white mazda	15
before he	15
and 29th	15
are checking	15
manager at	15
female calling	15
no odor	15
or any	15
nothing shown	15
or can	15
dog that's	15
i actually	15
i appreciate	15
good for	15
for parties	15
noise complaint	15
currently at	15
gonna do	15
bank for	15
left westbound	15
day's end	15
goa 10-8	15
removed the	15
vehicle or	15
home from	15
blue subaru	15
23 disregard	15
his truck	15
tell if	15
be victor	15
to drink	15
him as	15
dark clothing	15
north 14600	15
a last	15
going southbound	15
light and	15
male walked	15
hoodie with	15
half hour	15
that black	15
unit 4	15
just out	15
a meeting	15
charles detroit	15
back it's	15
yet but	15
told the	15
at 17	15
217 i'll	15
10-4 23	15
the other's	15
texas listing	15
choosing route	15
tom ida	15
during the	15
they put	15
warren medic	15
enter the	15
and hurt	15
driving under	15
line at	15
be utl	15
117th i'm	15
pier w	15
117 on	15
11706 clifton	15
madison henry	15
be sam	15
their city	15
209 i'll	15
car there	15
you already	15
be home	15
actually just	15
you so	15
running a	15
he's being	15
audible alarm	15
off we'll	15
17 copies	15
not allowed	15
responding for	15
both cars	15
we'll keep	15
not supposed	15
stated he	15
wants the	15
that works	15
me he	15
health center	15
he's okay	15
complaintant said	15
10-4 10-8	15
14740 lakewood	15
no problems	15
not busy	15
an engine	15
me too	15
he comes	15
at medic	15
a hook	15
a 90	15
not start	15
of shaker	15
windows and	15
mail was	15
to clarify	15
a citation	15
doesn't see	15
just added	15
16900 detroit	15
both advised	15
just some	15
also got	15
now trying	15
did say	15
between franklin	15
robin for	15
have officers	15
my vehicle	15
also here	15
warren detroit	15
you down	15
219 we're	15
me about	15
franklin just	15
up i'll	15
suv and	15
for truck	15
know i'll	15
off i'm	15
owner he's	15
care center	15
i'll leave	15
wrong with	15
that no	15
which apartment	15
the 7th	15
the alarm's	15
and looks	15
me what	15
barking for	15
lost her	15
uber driver	15
valid break	15
and thinks	15
done with	15
plates expired	15
and refusing	15
was missing	15
went through	15
a window	15
vehicle hit	15
owner if	15
detroit st	15
the flight	15
she denied	15
that white	15
205 to	15
i forgot	15
i'm like	15
at 2012	15
him or	15
associated with	15
clifton i'm	15
from yesterday	15
black black	15
telephone pole	15
cleaned up	15
of unit	15
evaluated refused	15
move to	15
westwood and	15
be goa	15
10-4 3	15
on station	15
detroit spring	15
24 10-8	15
be george	15
was some	15
checked for	15
where i'm	15
a baseball	15
was his	15
detroit employee	15
think there's	15
nissan 4-door	15
apartment she	15
wants us	15
stop the	15
still working	15
door open	15
added it	15
was only	15
move in	15
a suspended	15
paul nora	15
license is	15
follow-up on	15
3 that	15
motion and	15
locked himself	15
himself out	15
him of	15
already have	15
station i'll	15
we're having	15
the 4	15
adam mike	15
the customer	15
last thing	15
angle parking	15
are advised	15
on i'll	15
no music	15
he wanted	15
right across	15
the attorney	15
the crosswalk	15
upstairs neighbor	15
two vehicles	15
send her	15
from nicholson	15
i'm having	15
advised there	15
a stall	15
of bedford	15
improper handling	15
car he's	15
to 18	15
nothing came	15
wants a	15
reaction to	15
plate king	15
a suspect	15
at americanexpress	15
americanexpress com	15
3's are	15
sam robert	15
notice was	15
of avon	15
the year	15
likes to	15
19 that	15
garage door	15
walking southbound	15
female needs	15
think so	15
to 117th	15
have me	15
one you	15
eastbound in	15
moving forward	15
15 franklin	15
harry buffalo	15
yeah can	15
union nora	15
no active	15
is cleveland	15
10-7 ending	15
just turned	15
else in	15
up blood	15
abuse drugs	15
and come	15
10-4 9	15
brought down	15
apartment 1001	15
george ocean	15
10 with	15
has command	15
quiet in	15
clifton manor	15
the westbound	15
was asking	15
she refused	15
it did	15
maybe you	15
stop is	15
still no	15
i lost	15
give that	15
for possible	15
about 4	15
one house	15
1 south	15
resident of	15
george ida	15
keep trying	15
think this	15
months ago	15
you here	15
backed into	15
number one	15
adam yesterday	15
me i'll	15
from medical	15
were all	15
riverside in	15
me see	15
was concerned	15
and as	15
lincoln king	15
dispatch mack	15
tree in	15
put her	15
lot they	15
expires in	15
car has	15
welcome to	15
she seems	15
be working	15
key for	15
no record	15
ohio id	15
after that	15
at lunch	15
are parked	15
he's outside	15
very weak	15
clear i	15
cove king	15
the workers	15
onto the	15
treatment and	15
in right	15
a holder	15
no luck	15
15527 madison	15
dispatch minute	15
205 copy	15
find them	15
will go	15
time but	15
going inside	15
car i'm	15
apartment is	15
he's driving	15
mckinley south	15
been drinking	15
mobile crisis	15
9 we	15
city of	15
you're coming	15
message on	15
from all	15
free up	15
respond here	15
people and	15
cleveland 26	15
walking and	15
line of	15
west virginia	15
ridgewood apartment	15
parked and	15
our complainant	15
i updated	15
put that	15
want another	15
18 on	15
regarding a	15
make this	15
women's pavilion	15
them over	15
apartment 924	15
calmed down	15
behind her	15
number that	15
officer is	15
burnt food	15
lakewood cliffs	15
sitting there	15
just saying	15
a 15	15
do want	15
laura hudson	15
of 95	15
me get	15
i'll stop	15
and clearance	15
you about	15
1392 webb	15
her residence	15
threw a	15
for 12	15
jail to	15
street to	15
released on	15
the shoreham	15
that their	15
her legs	15
all we	15
his residence	15
of 99	15
walking away	15
been trespassed	15
out it's	15
there they're	15
msrp plus	15
9 apr	15
apr for	15
36 months	15
months on	15
gmc we	15
are professional	15
professional grade	15
grade with	15
must finance	15
signing offer	15
offer applies	15
applies to	15
to select	15
select stock	15
stock numbers	15
having problems	15
lot now	15
turned it	15
you turn	15
see i	15
road with	15
may go	15
mother and	15
just wait	15
black hair	15
king and	15
probably the	15
a contact	15
12 go	15
not but	15
last number	15
use of	15
one can	15
shows it's	15
lot i'm	15
i'm behind	15
i'm saying	15
traffic i	15
1 that's	15
gas and	15
pink shirt	15
here there's	15
going with	15
back again	15
cars if	15
door that	15
other calls	15
open line	15
address at	15
come here	15
lot i	15
to downstairs	15
slumped over	15
117 the	15
resident here	15
where she's	15
your list	15
to serve	15
weak and	15
her room	15
cut the	15
please thank	15
14725 detroit	15
caller say	15
engines 2	15
set we	15
a 57	15
the huntington	15
parking violations	15
adam 6	15
can still	15
his own	15
the source	15
72 i'll	15
female feeling	15
with edward	15
a 7	15
to north	15
club apartments	15
or did	15
jeep renegade	15
whenever you're	15
broken into	15
king young	15
a missing	15
of mcdonald's	15
removed from	15
blue eyes	15
far from	15
that looks	15
4 go	15
anywhere else	15
for and	15
29 if	15
a snow	15
on another	15
said no	15
male prisoner	15
1 19	15
not blocking	15
separated for	15
he's actually	15
shirt with	15
behalf of	15
cut it	15
and does	15
to another	15
19 there's	15
three's en	15
to marine	15
there's still	15
someone just	15
charles for	15
keys to	15
gmc acadia	15
said in	15
220 10-7	15
19th and	15
car it's	15
library 15425	15
yeah she	15
show the	15
we added	15
skate park	15
detail for	15
the ticket	15
and mars	15
vehicle we	15
alarm off	15
he asked	15
that's supposed	15
stop him	15
door motion	15
off ramp	15
disregard medic	15
and fell	15
that's our	15
and 206	15
david 4	15
and stuff	15
lobby for	15
stop with	15
down medic	15
go around	15
cross on	15
38 copy	15
12047 lake	15
wyandotte for	15
the outside	15
107 at	15
7 copy	15
just gave	15
3 we'll	15
11 1	15
number 202	15
be 20	15
89 year	15
vehicle they	15
out 1	15
engine 1	15
73 can	15
i send	15
and or	15
him about	15
still inside	15
valley parkway	15
complainant at	15
see or	15
richland cafe	15
further info	15
at athens	15
4 year	15
it 10-4	15
3 down	15
wanna give	15
by now	15
be easier	15
a 2004	15
sleeping on	15
headed towards	15
17th just	15
to cad	15
claims that	15
called that	15
on cleveland	15
most of	15
route copy	15
15424 detroit	15
no thank	15
and wyandotte	15
confirm it	15
setting off	15
4 11	15
14 o'clock	15
foot 2	15
with free	15
a obt	15
17 or	15
10 20	15
02 10	15
1 pickup	15
birth 09	15
'19 70	15
at 08	15
said 1	15
2 28	15
be connect	15
vehicle must	15
king walter	15
plate's gonna	15
9 10	15
02 25	15
h t	15
on 107	15
alarm 1	15
'20 5	15
medic 30	15
3 17	15
'20 '6	15
02 12	15
be 6	15
dear visitors	15
visitors thanks	15
for spending	15
spending time	15
600 000	15
000 a	15
for creating	15
creating countless	15
countless new	15
new memories	15
memories here	15
while supporting	15
supporting 16	15
000 local	15
local jobs	15
jobs for	15
our friends	15
friends families	15
families and	15
neighbors 14	15
14 700	15
700 000	15
000 of	15
visit omaha	15
omaha each	15
each year	15
its 1	15
in 1000000	15
1000000 charms	15
charms unique	15
unique neighborhoods	15
neighborhoods world	15
class zoo	15
zoo distinct	15
distinct venues	15
venues menus	15
menus and	15
don't just	15
just pay	15
pay us	15
visit you	15
you pay	15
forward so	15
so thank	15
you visitors	15
visitors sincerely	15
sincerely omaha	15
into lakewood	14
the armory	14
if anyone's	14
guys get	14
for info	14
217 traffic	14
which one	14
franklin 117	14
number when	14
1 george	14
10-4 27	14
anyone in	14
male calling	14
worry about	14
copy please	14
with 17	14
be sitting	14
name henry	14
all those	14
description again	14
cleveland so	14
is highly	14
police assistance	14
2 sides	14
couple weeks	14
to lincoln	14
just there	14
for drugs	14
calling it	14
said if	14
need some	14
229 traffic	14
4 on	14
218 i	14
adult please	14
some options	14
an elevator	14
will continue	14
franklin in	14
at o'neill	14
9 117	14
by their	14
there shortly	14
the day's	14
nissan sentra	14
on marlowe	14
over an	14
cleveland to	14
cat number	14
a park	14
detector sounding	14
said on	14
copy 13	14
for 18	14
ida victor	14
detroit henry	14
i'm finished	14
15 copies	14
sure of	14
his license	14
to court	14
using a	14
gave him	14
somewhere on	14
could speak	14
117 i'm	14
was her	14
on elmwood	14
in touch	14
i'm listening	14
caller just	14
be wearing	14
the gate	14
a backdoor	14
to secure	14
and were	14
all night	14
calling on	14
29 deal	14
female 5'4	14
stall if	14
a trouble	14
please have	14
male outside	14
not showing	14
29 that's	14
29 117	14
there's about	14
johnson out	14
female will	14
13 clifton	14
following the	14
please just	14
text messages	14
and 23	14
203 to	14
home we'll	14
1242 cove	14
home for	14
go off	14
9 at	14
officers en	14
and 10-8	14
more cars	14
he looks	14
male 5'6	14
calling about	14
incident that	14
minute to	14
spoken to	14
broke into	14
are any	14
any damage	14
suv that	14
10-4 no	14
are being	14
in south	14
4-door black	14
of 85	14
and unable	14
all he	14
residence and	14
10-4 2	14
a social	14
track 1	14
the problem	14
florida plate	14
mva at	14
did we	14
to switch	14
have pd	14
this place	14
calls there's	14
case we	14
smoke coming	14
disregard from	14
72 to	14
said we	14
and returning	14
most likely	14
detroit we	14
yeah we'll	14
18 10-4	14
alright it's	14
at lakeshore	14
added that	14
went there	14
stolen out	14
left his	14
the lift	14
portion of	14
physically fighting	14
he's unsure	14
they're now	14
17 he's	14
of truck	14
this building	14
2 there's	14
he's fine	14
get with	14
an area	14
yes and	14
clear up	14
her own	14
everything was	14
house he	14
he hung	14
be him	14
tom paul	14
3 mag	14
so on	14
21 10-7	14
copies dispatch	14
white dodge	14
head east	14
minutes now	14
just screaming	14
him through	14
21 we'll	14
victoria and	14
silver suv	14
his right	14
6 on	14
now thank	14
black mazda	14
copy 14	14
their house	14
i'll also	14
in fact	14
keep going	14
and westwood	14
208 i'll	14
that unit	14
no response	14
than the	14
hilliard on	14
13 10-4	14
ian holdings	14
apartment 305	14
park a	14
is blocking	14
been barking	14
as before	14
answer to	14
copy 25	14
arthur medic	14
1's are	14
a burglar	14
4 from	14
running out	14
of st	14
saying the	14
these two	14
police officer	14
arrival car	14
for damage	14
foot and	14
in when	14
3 responds	14
this side	14
listed on	14
him since	14
it when	14
the ymca	14
14814 clifton	14
200 black	14
check near	14
a telephone	14
old he's	14
on us	14
a fever	14
because we	14
22 the	14
on atkins	14
with new	14
the bartender	14
door but	14
we talked	14
out medic	14
them i'm	14
no plates	14
webb with	14
10-4 did	14
disturbance and	14
go 24	14
advise you	14
switching over	14
ended up	14
just advise	14
her off	14
young john	14
car no	14
paraphernalia and	14
females in	14
sam paul	14
seen the	14
in check	14
does show	14
indiana plate	14
vehicle from	14
her neighbors	14
at 1277	14
her i'm	14
briefly detained	14
suspended has	14
edwards with	14
the alpha	14
vin please	14
there's somebody	14
west to	14
detroit warren	14
heights king	14
205 we	14
attorney general	14
a response	14
building in	14
hours ago	14
7 we're	14
9 is	14
name i	14
either of	14
there please	14
brake for	14
ocean ocean	14
they're probably	14
squad this	14
got 2	14
hispanic female	14
very confused	14
several times	14
he's talking	14
learn more	14
blue jeep	14
back now	14
david john	14
until they	14
on parole	14
union tom	14
pennsylvania plate	14
be attending	14
a 33	14
near mckinley	14
8 en	14
in lane	14
at 90	14
we're stopped	14
sure i'm	14
off from	14
ramp to	14
on is	14
north room	14
they're coming	14
give this	14
14 year	14
there also	14
19 he's	14
nora ida	14
they'll call	14
believe they	14
went eastbound	14
look around	14
based on	14
29 from	14
7 is	14
said he'd	14
chance can	14
try a	14
he's concerned	14
be 2	14
phone they	14
and asked	14
chrysler 300	14
looking in	14
closer could	14
left of	14
bed bugs	14
heights on	14
and ask	14
the daughter's	14
black dodge	14
way the	14
response to	14
calls on	14
caller he	14
car parked	14
hour is	14
to exchange	14
on just	14
vehicle's been	14
pickup on	14
quick and	14
squad at	14
got back	14
days in	14
brook park	14
yourself off	14
was outside	14
